DocType: Customize Form,Use this fieldname to generate title,Käytä tätä kenttää otsikossa
apps/dataent/dataent/email/doctype/email_group/email_group.js +13,Import Email From,tuo sähköposti mistä
apps/dataent/dataent/contacts/doctype/contact/contact.js +24,Invite as User,Kutsu Käyttäjä
apps/dataent/dataent/integrations/doctype/google_maps_settings/google_maps_settings.py +18,Home Address is required,Kotiosoite on pakollinen
DocType: Data Migration Run,Started,aloitti
DocType: Data Migration Run,End Time,ajan loppu
apps/dataent/dataent/public/js/dataent/views/communication.js +104,Select Attachments,Valitse liitteet
apps/dataent/dataent/model/naming.py +113, for {0},{0}lle
apps/dataent/dataent/website/js/web_form.js +140,There were errors. Please report this.,Tapahtui virheitä. Ilmoita.
apps/dataent/dataent/public/js/legacy/form.js +173,You are not allowed to print this document,Sinulla ei ole oikeutta tulostaa tätä asiakirjaa
apps/dataent/dataent/data_migration/doctype/data_migration_run/data_migration_run.js +11,Currently updating {0},Päivitetään {0}
apps/dataent/dataent/email/doctype/auto_email_report/auto_email_report.py +121,Please set filters value in Report Filter table.,Määritä suodattimia arvo Report Suodatin taulukossa.
apps/dataent/dataent/public/js/dataent/views/reports/grid_report.js +284,Loading Report,ladataan raporttia
apps/dataent/dataent/limits.py +74,Your subscription will expire today.,Tilauksesi vanhenee tänään.
apps/dataent/dataent/public/js/dataent/views/reports/report_view.js +1029,Export All {0} rows?,Vie kaikki {0} rivit?
DocType: Page,Standard,perus
apps/dataent/dataent/core/doctype/data_import/data_import.js +40,Attach File,Liitä tiedosto
DocType: Data Migration Plan,Preprocess Method,Esikäsittelymenetelmä
apps/dataent/dataent/desk/page/backups/backups.html +13,Size,Koko
apps/dataent/dataent/public/js/dataent/form/footer/assign_to.js +59,Assignment Complete,tehtävä valmis
DocType: Desktop Icon,Idx,IDX
DocType: Address,Madhya Pradesh,Madhya Pradesh
DocType: Deleted Document,New Name,Uusi nimi
DocType: System Settings,Is First Startup,Ensimmäinen käynnistys
DocType: Communication,Email Status,Sähköposti tila
apps/dataent/dataent/public/js/dataent/form/footer/assign_to.js +111,Please save the document before removing assignment,Tallenna asiakirja ennen nimeämisen poistamista
apps/dataent/dataent/public/js/dataent/form/grid_row_form.js +49,Insert Above,Lisää yläpuolelle
apps/dataent/dataent/desk/form/utils.py +79,Comment can only be edited by the owner,Käyttäjä voi muokata kommentteja vain
DocType: Data Import,Do not send Emails,Älä lähetä sähköpostiviestejä
apps/dataent/dataent/utils/password_strength.py +191,Common names and surnames are easy to guess.,Yhteiset ja sukunimet on helppo arvata.
DocType: Auto Repeat,Draft,luonnos
apps/dataent/dataent/utils/password_strength.py +179,This is similar to a commonly used password.,Tämä on samanlainen kuin yleisesti käytetty salasana.
apps/dataent/dataent/desk/page/setup_wizard/install_fixtures.py +15,Female,Nainen
DocType: Auto Repeat,Reference Party Doctype,Viitepuoli Doctype
DocType: Success Action,Success Action,Menestys
apps/dataent/dataent/public/js/dataent/model/indicator.js +19,Not Saved,Ei tallennettu
apps/dataent/dataent/www/third_party_apps.html +51,Revoke,Peruuttaa
DocType: Contact,Replied,Vastasi
DocType: Newsletter,Test,Testi
DocType: Custom Field,Default Value,oletus arvo
apps/dataent/dataent/public/js/dataent/ui/messages.js +230,Verify,Vahvistus
DocType: Workflow Document State,Update Field,Päivitä kenttä
DocType: Chat Profile,Enable Chat,Ota chat käyttöön
DocType: LDAP Settings,Base Distinguished Name (DN),Erottuva nimi (DN)
apps/dataent/dataent/integrations/doctype/google_maps_settings/google_maps_settings.py +22,Google Maps integration is not enabled,Google Mapsin integraatio ei ole käytössä
apps/dataent/dataent/core/doctype/communication/email.py +156,Leave this conversation,Poistu keskustelusta
apps/dataent/dataent/model/base_document.py +443,Options not set for link field {0},vaihtoehtomäärityksiä ei ole tehty linkin kentälle {0}
DocType: Customize Form,"Must be of type ""Attach Image""","Täytyy olla tyyppiä ""Kuvaliite"""
apps/dataent/dataent/core/doctype/data_import/data_import.js +210,Unselect All,Poista valinnat
apps/dataent/dataent/custom/doctype/customize_form/customize_form.py +209,You cannot unset 'Read Only' for field {0},"Kentän {0} ""Vain luku"" -asetusta ei voi kytkeä pois."
DocType: Auto Email Report,Zero means send records updated at anytime,Nolla lähettää kirjaa päivitetty milloin tahansa
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +55,Complete Setup,määritykset suoritettu loppuun
DocType: Workflow State,asterisk,tähtimerkki
DocType: Data Import,Successful,onnistunut
apps/dataent/dataent/core/doctype/data_import/exporter.py +63,Please do not change the template headings.,Älä muuta mallipohjan ylätunnisteita
DocType: Activity Log,Linked,Liittyy
apps/dataent/dataent/config/desk.py +44,Activity log of all users.,Aktiivisuus kirjaa kaikkien käyttäjien.
DocType: Workflow State,shopping-cart,Ostos-kori
apps/dataent/dataent/public/js/dataent/views/gantt/gantt_view.js +144,Week,Viikko
apps/dataent/dataent/templates/includes/login/login.js +191,Not Allowed: Disabled User,Ei sallittu: Disabled User
DocType: Social Login Key,Google,Google verkkosivu
DocType: Email Domain,Example Email Address,Esimerkki Sähköpostiosoite
apps/dataent/dataent/public/js/dataent/ui/sort_selector.js +182,Most Used,Aktiivisin
apps/dataent/dataent/email/doctype/newsletter/newsletter.py +156,Unsubscribe from Newsletter,Uutiskirjeen peruuttaminen
apps/dataent/dataent/www/login.html +84,Forgot Password,Unohtuiko salasana
DocType: Dropbox Settings,Backup Frequency,Backup Frequency
DocType: Workflow State,Inverse,käänteinen
DocType: DocField,User permissions should not apply for this Link,Käyttöoikeudet eivät toimi tässä linkissä
apps/dataent/dataent/model/naming.py +113,Invalid naming series (. missing),virheellinen sarjan nimeäminen (. puuttuu)
DocType: Language,Language,Kieli
apps/dataent/dataent/public/js/dataent/desk.js +17,Browser not supported,Selainta ei tueta
DocType: Social Login Key,Client URLs,Asiakkaan URL-osoitteet
apps/dataent/dataent/templates/pages/integrations/braintree_checkout.py +32,Some information is missing,Joitakin tietoja puuttuu
DocType: Custom DocPerm,Cancel,Peru
apps/dataent/dataent/public/js/dataent/views/treeview.js +378,Add to Desktop,Lisää työpöydälle
apps/dataent/dataent/core/doctype/file/file.py +153,File {0} does not exist,Tiedoston {0} ei ole olemassa
apps/dataent/dataent/core/doctype/data_import/exporter.py +100,Leave blank for new records,Jätä tyhjäksi uusissa tietueissa
apps/dataent/dataent/config/website.py +63,List of themes for Website.,Luettelo teemoja verkkosivuilla.
apps/dataent/dataent/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js +84,Successfully Updated,onnistuneesti Päivitetty
DocType: Activity Log,Logout,Kirjaudu ulos
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +26,Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,"Korkeamman tason oikeudet ovat kenttätason käyttöoikeuksia, joka kentällä on asetettu oikeutustaso ja määriteltyjä oikeutussääntöjä käytetään, tätä käytetään mikäli kenttä halutaan poistaa näkyvistä tai antaa pelkät lukuoikeudet kentälle tietyille rooleille"
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=EPAAS, username=EPAAS, password=1234 etc.)","syötä staattiset url parametrit tähän (esim, lähettäjä = EPAAS, käyttäjätunnus = EPAAS, salasana = 1234 jne)"
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +38,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.",elleivät nämä ohjeet auta lisää ehdotus GitHub:lle aiheesa
DocType: Workflow State,bookmark,kirjanmerkki
apps/dataent/dataent/public/js/dataent/views/file/file_view.js +69,Folder name should not include '/' (slash),Kansion nimi ei pitäisi sisällyttää &#39;/&#39; (kauttaviiva)
DocType: Note,Note,Muistiinpano
apps/dataent/dataent/core/doctype/error_snapshot/error_snapshot.html +32,Error Report,Virheraportti
apps/dataent/dataent/config/setup.py +114,Export Data in CSV / Excel format.,Vie tiedot CSV / Excel-muodossa.
apps/dataent/dataent/www/qrcode.html +19,Authentication Apps you can use are: ,Käytettävät todentamisohjelmat ovat:
apps/dataent/dataent/public/js/dataent/form/controls/data.js +46,{0} already exists. Select another name,{0} on jo olemassa. Valitse toinen nimi
apps/dataent/dataent/core/doctype/feedback_trigger/feedback_trigger.py +137,Feedback conditions do not match,Palaute olosuhteet eivät täsmää
DocType: S3 Backup Settings,None,Ei mitään
apps/dataent/dataent/core/doctype/doctype/doctype.py +666,Timeline field must be a valid fieldname,Aikajana kentän täytyy olla kelvollinen fieldname
DocType: GCalendar Account,Session Token,Session Token
DocType: Currency,Symbol,symbooli
apps/dataent/dataent/model/base_document.py +513,Row #{0}:,Rivi # {0}:
apps/dataent/dataent/core/doctype/user/user.py +157,New password emailed,Uusi salasana lähetetty
apps/dataent/dataent/auth.py +286,Login not allowed at this time,Kirjaudu kielletty tällä hetkellä
DocType: Data Migration Run,Current Mapping Action,Nykyinen kartoitus
DocType: Email Account,Email Sync Option,Sähköposti synkronointivaihtoehto
apps/dataent/dataent/core/doctype/data_import/log_details.html +5,Row No,Rivi nro
DocType: Async Task,Runtime,Runtime
DocType: Contact Us Settings,Introduction,esittely
DocType: DocType,Permissions Settings,Käyttöoikeus asetukset
DocType: LDAP Settings,LDAP Email Field,LDAP Sähköposti Field
apps/dataent/dataent/www/list.html +4,{0} List,{0} lista
apps/dataent/dataent/desk/form/assign_to.py +42,Already in user's To Do list,Jo käyttäjän tehtävälistalla
DocType: User Email,Enable Outgoing,aktivoi lähtevä
apps/dataent/dataent/templates/emails/recurring_document_failed.html +4,This could be because of some invalid Email Addresses in the,"Tämä voi johtua siitä, että joitain virheellisiä sähköpostiosoitteita on"
DocType: Address,Fax,Faksi
apps/dataent/dataent/config/setup.py +263,Custom Tags,Mukautetut tunnisteet
DocType: Communication,Submitted,Vahvistettu
DocType: System Settings,Email Footer Address,sähköposti alatunniste
apps/dataent/dataent/public/js/dataent/form/grid.js +665,Table updated,Taulukko päivitetty
DocType: Activity Log,Timeline DocType,Aikajanatyyppi
DocType: DocField,Text,Teksti
apps/dataent/dataent/email/doctype/email_account/email_account_list.js +14,Default Sending,oletus lähtevät postilaatikko
DocType: Workflow State,volume-off,volyymi-pois
apps/dataent/dataent/public/js/dataent/form/footer/timeline_item.html +183,Liked by {0},Tykkääjät: {0}
DocType: Footer Item,Footer Item,Alatunniste tuote
,Download Backups,lataa varmuuskopiot
apps/dataent/dataent/core/doctype/file/test_file.py +43,Home/Test Folder 1,Etusivu / Testi kansio 1
apps/dataent/dataent/public/js/dataent/form/footer/assign_to.js +138,Assign to me,Liitä minulle
DocType: DocField,Dynamic Link,dynaaminen linkki
apps/dataent/dataent/core/report/feedback_ratings/feedback_ratings.js +40,To Date,Päivään
apps/dataent/dataent/core/page/background_jobs/background_jobs_outer.html +5,Show failed jobs,Show epäonnistui työpaikat
apps/dataent/dataent/public/js/dataent/form/footer/timeline_item.html +85,Details,lisätiedot
DocType: Property Setter,DocType or Field,Tietuetyyppi tai kenttä
DocType: Communication,Soft-Bounced,Soft-Palautuneissa
DocType: System Settings,"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page","Jos tämä toiminto on käytössä, kaikki käyttäjät voivat kirjautua mistä tahansa IP-osoitteesta käyttämällä Two Factor Authia. Tämä voidaan myös asettaa vain tietyille käyttäjille Käyttäjä-sivulla"
apps/dataent/dataent/integrations/doctype/stripe_settings/stripe_settings.py +44,Seems Publishable Key or Secret Key is wrong !!!,Tuntuu julkaisukelpoinen Key tai salainen avain on väärä !!!
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +3,Quick Help for Setting Permissions,"käyttöoikeusasetukset, pikaohjeet"
DocType: Tag Doc Category,Doctype to Assign Tags,Doctype tagille
apps/dataent/dataent/core/doctype/error_snapshot/error_snapshot.js +9,Show Relapses,Näytä Sairauden uusiutumiset
apps/dataent/dataent/core/doctype/communication/communication.js +253,Email has been moved to trash,Sähköposti on siirretty roskakoriin
DocType: Report,Report Builder,Raportin luontityökalu
DocType: Async Task,Task Name,Tehtävän nimi
apps/dataent/dataent/app.py +157,"Your session has expired, please login again to continue.","Istunto on vanhentunut, kirjaudu uudelleen jatkaaksesi."
DocType: Communication,Workflow,Työketju
DocType: Website Settings,Welcome Message,Tervetuloviesti
DocType: Webhook,Webhook Headers,Webhook Headers
DocType: Workflow State,Upload,Tuo
DocType: User Permission,Advanced Control,Advanced Control
DocType: System Settings,Date Format,Päivämäärän muoto
apps/dataent/dataent/website/doctype/blog_post/blog_post_list.js +7,Not Published,Ei Julkaistu
apps/dataent/dataent/config/setup.py +226,"Actions for workflow (e.g. Approve, Cancel).","Työketjun toiminnot (esim hyväksy, peru)"
DocType: Data Import,Skip rows with errors,"Ohita rivit, joissa on virheitä"
DocType: Workflow State,flag,lippu
apps/dataent/dataent/core/doctype/feedback_trigger/feedback_trigger.py +57,Feedback Request is already sent to user,Palaute Pyyntö on jo lähetetty käyttäjälle
DocType: Web Page,Text Align,Tekstin kohdistus
apps/dataent/dataent/model/naming.py +215,Name cannot contain special characters like {0},Nimi ei voi sisältää erikoismerkkejä kuten {0}
apps/dataent/dataent/public/js/dataent/list/bulk_operations.js +29,Print Documents,Tulosta asiakirjat
DocType: Contact Us Settings,Forward To Email Address,lähetä eteenpäin sähköpostiosoitteeseen
apps/dataent/dataent/public/js/dataent/views/reports/reportview_footer.html +9,Show all data,Näytä kaikki tiedot
apps/dataent/dataent/core/doctype/doctype/doctype.py +623,Title field must be a valid fieldname,Otsikkokentän on oltava kelvollinen kenttänimi
apps/dataent/dataent/config/core.py +7,Documents,Dokumentit
DocType: Social Login Key,Custom Base URL,Mukautettu ala-URL
DocType: Email Flag Queue,Is Completed,on valmis
apps/dataent/dataent/website/doctype/web_form/web_form.js +45,Get Fields,Hanki kentät
apps/dataent/dataent/core/doctype/communication/comment.py +95,{0} mentioned you in a comment,{0} mainitsi sinut kommentissa
apps/dataent/dataent/www/me.html +22,Edit Profile,Muokkaa profiilia
DocType: Kanban Board Column,Archived,Arkistoidut
DocType: System Settings,Session Expiry in Hours e.g. 06:00,"Istunto vanhenee (tunteja) esim, 06:00"
DocType: Customize Form Field,"This field will appear only if the fieldname defined here has value OR the rules are true (examples): 
myfield
eval:doc.myfield=='My Value'
eval:doc.age&gt;18","Tämä kenttä näkyy vain, jos fieldname määritelty tässä on arvo TAI säännöt ovat totta (esimerkkejä): myfield eval: doc.myfield == &#39;My Arvo &quot;eval: doc.age&gt; 18"
DocType: Social Login Key,Office 365,Office 365
apps/dataent/dataent/public/js/dataent/form/controls/date.js +48,Today,Tänään
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +35,"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Kun olet asettanut tämän, käyttäjät voivat vain tutustua asiakirjoihin (esim. Blogiviesti) jos linkki on olemassa (esim. Blogger)."
DocType: Error Log,Log of Scheduler Errors,aikatauluvirheloki
DocType: User,Bio,Bio
DocType: OAuth Client,App Client Secret,App asiakassalaisuutesi
apps/dataent/dataent/public/js/dataent/form/save.js +12,Submitting,Vahvistetaan
apps/dataent/dataent/core/doctype/data_export/exporter.py +158,Parent is the name of the document to which the data will get added to.,"Vanhempi on sen asiakirjan nimi, johon tiedot lisätään."
apps/dataent/dataent/desk/page/activity/activity.js +58,Show Likes,Näytä tykkäykset
DocType: DocType,UPPER CASE,ISOT KIRJAIMET
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +189,Custom HTML,Mukautettu HTML
apps/dataent/dataent/public/js/dataent/views/file/file_view.js +79,Enter folder name,Anna kansion nimi
apps/dataent/dataent/auth.py +233,Unknown User,Tuntematon käyttäjä
apps/dataent/dataent/core/page/permission_manager/permission_manager.js +55,Select Role,Valitse rooli
DocType: Communication,Deleted,poistettu
DocType: Workflow State,adjust,säädä
DocType: Web Form,Sidebar Settings,Sivupalkki Asetukset
DocType: Website Settings,Disable Customer Signup link in Login page,poista asiakkaan kirjautumislinkki käytöstä kirjautumissivulta
apps/dataent/dataent/desk/report/todo/todo.py +20,Assigned To/Owner,nimetty / omistaja
DocType: Workflow State,arrow-left,arrow-left
DocType: Workflow State,fullscreen,kokonäyttö
DocType: Chat Token,Chat Token,Chat Token
apps/dataent/dataent/templates/emails/feedback_request_url.html +8,1 star being lowest & 5 stars being highest rating,1 tähti on matalin ja 5 tähteä on korkein luokitus
apps/dataent/dataent/templates/pages/integrations/stripe_checkout.html +35,john@doe.com,john@doe.com
DocType: Event,Ref Name,Viite Nimi
DocType: Web Page,Center,keskus
DocType: Notification,Value To Be Set,Asetettava arvo
apps/dataent/dataent/public/js/dataent/views/reports/report_view.js +480,Edit {0},Muokkaa {0}
apps/dataent/dataent/core/doctype/error_snapshot/error_snapshot_list.js +11,First Level,Ensimmäinen taso
DocType: Workflow Document State,Represents the states allowed in one document and role assigned to change the state.,on tila yhdessä sallitussa asiakirjassa sekä hyväksytty rooli tilan muuttamiseksi
DocType: Data Migration Connector,Database Name,Tietokannan nimi
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +71,Refresh Form,Päivitä muoto
DocType: DocField,Select,Valitse
apps/dataent/dataent/utils/csvutils.py +29,File not attached,Tiedostoa ei ole liitetty
apps/dataent/dataent/public/js/dataent/dom.js +308,Connection lost. Some features might not work.,Yhteys kadotettu. Jotkin ominaisuudet eivät välttämättä toimi.
apps/dataent/dataent/utils/password_strength.py +115,"Repeats like ""aaa"" are easy to guess",Toistot kuten &quot;aaa&quot; on helppo arvata
apps/dataent/dataent/public/js/dataent/chat.js +1600,New Chat,Uusi keskustelu
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.",mikäli asetat tämän tuote tippuu valitun emon alle
DocType: Print Format,Show Section Headings,Näytä otsikoita
DocType: Bulk Update,Limit,Raja
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder_layout.html +22,Add a new section,Lisää uusi jakso
apps/dataent/dataent/www/printview.py +225,No template found at path: {0},mallipohjaa ei löydy osoitteesta: {0}
apps/dataent/dataent/public/js/dataent/views/inbox/inbox_view.js +168,No Email Account,Ei email
DocType: Communication,Cancelled,peruttu
DocType: Chat Room,Avatar,Avatar
DocType: Blogger,Posts,Viestit
DocType: Social Login Key,Salesforce,Myyntivoima
DocType: DocType,Has Web View,On Verkkonäkymän
apps/dataent/dataent/core/doctype/doctype/doctype.py +465,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores","Tietuetyypin nimen tulee alkaa kirjaimella, ja nimi voi sisältää vain kirjaimia, numeroita, välilyöntejä ja alaviivoja."
DocType: Communication,Spam,roskapostin
DocType: Integration Request,Integration Request,integraatio pyyntö
apps/dataent/dataent/public/js/dataent/views/communication.js +631,Dear,hyvä
DocType: Address,Maharashtra,Maharashtran
DocType: Address,Accounts User,Talouden peruskäyttäjä
DocType: Web Page,HTML for header section. Optional,"HTML otsikko-osaan, valinnainen"
apps/dataent/dataent/public/js/dataent/form/templates/form_sidebar.html +13,This feature is brand new and still experimental,Tämä ominaisuus on uusi ja vielä kokeiluvaiheessa
apps/dataent/dataent/model/rename_doc.py +422,Maximum {0} rows allowed,Suurin {0} rivit sallittu
DocType: Email Unsubscribe,Global Unsubscribe,Globaali tilaus
apps/dataent/dataent/utils/password_strength.py +177,This is a very common password.,Tämä on hyvin yleinen salasana.
apps/dataent/dataent/email/doctype/email_group/email_group.js +9,View,Näkymä
DocType: Communication,Assigned,sidotut
DocType: Print Format,Js,js
apps/dataent/dataent/public/js/dataent/views/communication.js +99,Select Print Format,Valitse tulostusmuoto
apps/dataent/dataent/utils/password_strength.py +90,Short keyboard patterns are easy to guess,Lyhyet näppäimistö kuviot on helppo arvata
apps/dataent/dataent/public/js/dataent/views/reports/query_report.js +278,Generate New Report,Luo uusi raportti
DocType: Portal Settings,Portal Menu,Portaalivalikko
apps/dataent/dataent/model/db_schema.py +122,Length of {0} should be between 1 and 1000,Pituus {0} on välillä 1 ja 1000
apps/dataent/dataent/public/js/dataent/ui/toolbar/search.js +360,Search for anything,Etsi mitään
DocType: Data Migration Connector,Hostname,hostname
DocType: Data Migration Mapping,Condition Detail,Tilanne Yksityiskohta
apps/dataent/dataent/integrations/doctype/stripe_settings/stripe_settings.py +53,"For currency {0}, the minimum transaction amount should be {1}",Valuutalle {0} vähimmäismäärän tulisi olla {1}
DocType: DocField,Print Hide,Tulosta Piilota
apps/dataent/dataent/public/js/dataent/ui/messages.js +68,Enter Value,syötä Arvo
DocType: Workflow State,tint,Sävytys
DocType: Web Page,Style,tyyli
DocType: Prepared Report,Report End Time,Ilmoita lopetusaika
apps/dataent/dataent/custom/doctype/custom_field/custom_field.js +63,e.g.:,"esim,"
apps/dataent/dataent/website/doctype/blog_post/blog_post.py +80,{0} comments,{0} kommenttia
apps/dataent/dataent/public/js/dataent/desk.js +96,Version Updated,Versio päivitetty
DocType: Customize Form Field,Label and Type,Nimike ja tyyppi
DocType: Workflow State,forward,eteenpäin
apps/dataent/dataent/public/js/dataent/form/form_sidebar.js +59,{0} edited this {1},Viimeisin {1} muokkaaja: {0}
DocType: Custom DocPerm,Submit,Vahvista
apps/dataent/dataent/public/js/dataent/views/file/file_view.js +65,New Folder,Uusi kansio
DocType: Email Account,Uses the Email Address mentioned in this Account as the Sender for all emails sent using this Account. ,Kaikki viestit lähetetään tästä tilistä.
apps/dataent/dataent/public/js/dataent/list/list_sidebar.html +58,Toggle Charts,Vaihda kaavioita
DocType: Website Settings,Sub-domain provided by epaas.xyz,epaas.xyz -sivuston alitoimialue
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +270,Setting up your system,Järjestelmän asettaminen
apps/dataent/dataent/public/js/dataent/ui/filters/filter.js +21,Descendants Of,Jälkeläiset
DocType: System Settings,dd-mm-yyyy,pp-kk-vvvv
apps/dataent/dataent/desk/query_report.py +159,Must have report permission to access this report.,tämän raportin avaamiseen vaaditaan käyttöoikeudet
apps/dataent/dataent/core/doctype/system_settings/system_settings.py +19,Please select Minimum Password Score,Valitse pienin salasanan Pisteet
apps/dataent/dataent/public/js/dataent/form/footer/timeline.js +517,Added,lisätty
apps/dataent/dataent/core/page/usage_info/usage_info.html +7,You have subscribed for one user free plan,Olet tilannut yhden käyttäjän ilmaisen suunnitelman
DocType: Auto Repeat,Half-yearly,6 kk
apps/dataent/dataent/templates/emails/upcoming_events.html +8,Daily Event Digest is sent for Calendar Events where reminders are set.,"päivittäinen tapahtumatiedote on lähetetty tapahtumakalenteriin, joissa määritellään muistutukset"
DocType: Braintree Settings,Header Image,Ylätunnisteen kuva
apps/dataent/dataent/website/doctype/website_settings/website_settings.js +3,View Website,Näytä verkkosivusto
DocType: Web Form,Message to be displayed on successful completion (only for Guest users),"Viesti, joka näytetään onnistuneen loppuun mennessä (vain vierailijoille)"
DocType: Workflow State,remove,Poista
DocType: Email Domain,If non standard port (e.g. 587),ellei perusporttia (esim 587)
apps/dataent/dataent/public/js/dataent/form/toolbar.js +153,Reload,Päivitä
apps/dataent/dataent/config/setup.py +265,Add your own Tag Categories,Lisää oma tagi -kategoria
apps/dataent/dataent/desk/query_report.py +315,Total,Yhteensä
DocType: Event,Participants,Osallistujat
DocType: Integration Request,Reference DocName,Viite DocName
DocType: Web Form,Success Message,menestys viesti
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +84,Export Customizations,Vie muutokset
apps/dataent/dataent/website/doctype/web_page/web_page.py +136,End Date cannot be before Start Date!,Päättymispäivä ei voi olla ennen alkamispäivää!
DocType: DocType,User Cannot Search,Käyttäjä ei voi hakea
apps/dataent/dataent/email/doctype/auto_email_report/auto_email_report.py +84,Invalid Output Format,Virheellinen Esitysmuoto
apps/dataent/dataent/desk/doctype/auto_repeat/auto_repeat.js +54,Restart,Uudelleenkäynnistää
apps/dataent/dataent/public/js/dataent/list/bulk_operations.js +125,Cannot {0} {1},Ei voi {0} {1}
DocType: Custom DocPerm,Apply this rule if the User is the Owner,"käytä tätä sääntöä, jos käyttäjä on omistaja"
apps/dataent/dataent/desk/page/setup_wizard/setup_wizard.js +422,Will be your login ID,Tulee olemaan käyttäjätunnuksesi tunnus
apps/dataent/dataent/desk/page/activity/activity.js +45,Build Report,tee raportti
DocType: Note,Notify users with a popup when they log in,Ilmoita käyttäjille popup kun he kirjautuvat
apps/dataent/dataent/model/rename_doc.py +155,"{0} {1} does not exist, select a new target to merge","{0} {1} ei löydy, valitse uusi yhdistettävä tavoite"
DocType: Data Migration Connector,Python Module,Python-moduuli
DocType: GSuite Settings,Google Credentials,google valtakirjojen
apps/dataent/dataent/www/qrcode.html +6,QR Code for Login Verification,Kirjautumiskorjauksen QR-koodi
apps/dataent/dataent/public/js/dataent/form/footer/assign_to.js +134,Add to To Do,Lisää To Do
DocType: Footer Item,Company,Yritys
apps/dataent/dataent/public/js/dataent/list/list_sidebar.html +49,Assigned To Me,Tehtäväjonossani
apps/dataent/dataent/config/integrations.py +113,Google GSuite Templates to integration with DocTypes,Google GSuite malleja integrointi doctypes
DocType: User,Logout from all devices while changing Password,Kirjaudu ulos kaikista laitteista salasanan vaihtamisen aikana
apps/dataent/dataent/public/js/dataent/ui/messages.js +230,Verify Password,Vahvista salasana
apps/dataent/dataent/public/js/dataent/form/footer/attachments.js +133,There were errors,Virheitä havaittu
apps/dataent/dataent/core/doctype/communication/communication.js +42,Close,Sulje
apps/dataent/dataent/model/document.py +665,Cannot change docstatus from 0 to 2,Dokumentin tilaa ei voi muuttaa 0 -&gt; 2
DocType: File,Attached To Field,Liittyy kentälle
DocType: User Permission for Page and Report,Roles Permission,roolit Käyttöoikeus
apps/dataent/dataent/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js +14,Update,Muuta
DocType: Transaction Log,Transaction Hash,Transaction Hash
DocType: Error Snapshot,Snapshot View,Tilannekuvanäkymä
apps/dataent/dataent/email/doctype/newsletter/newsletter.py +106,Please save the Newsletter before sending,Säilytä uutiskirje ennen lähettämistä
apps/dataent/dataent/config/integrations.py +103,Configure accounts for google calendar,Määritä Google-kalenterin tilit
apps/dataent/dataent/core/doctype/doctype/doctype.py +516,Options must be a valid DocType for field {0} in row {1},Valinnan tulee olla rivillä {1} kentälle {0} hyväksytty tietuetyyppi
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +167,Edit Properties,muokkaa ominaisuuksia
DocType: Patch Log,List of patches executed,Luettelo laastaria teloitettiin
apps/dataent/dataent/email/doctype/email_unsubscribe/email_unsubscribe.py +21,{0} already unsubscribed,{0} on jo jääneet
apps/dataent/dataent/public/js/dataent/views/communication.js +91,Communication Medium,viestintä medium
DocType: Data Import,Show only errors,Näytä vain virheitä
DocType: Website Settings,Banner HTML,Banneri HTML
DocType: Workflow,Send Email Alert,Lähetä sähköpostiviesti
apps/dataent/dataent/integrations/doctype/razorpay_settings/razorpay_settings.py +83,Please select another payment method. Razorpay does not support transactions in currency '{0}',Valitse toinen maksutapa. Razorpay ei tue valuuttaa '{0}'
DocType: Data Import,In Progress,Käynnissä
apps/dataent/dataent/integrations/doctype/s3_backup_settings/s3_backup_settings.py +46,Queued for backup. It may take a few minutes to an hour.,Jonossa varmuuskopiointia. Se voi kestää muutamasta minuutista tuntiin.
DocType: Error Snapshot,Pyver,Pyver
apps/dataent/dataent/core/doctype/user_permission/user_permission.py +20,User permission already exists,Käyttäjäoikeus on jo olemassa
apps/dataent/dataent/desk/doctype/auto_repeat/auto_repeat.js +35,View {0},Näytä {0}
apps/dataent/dataent/config/integrations.py +63,Register OAuth Client App,Rekisteröidy OAuth-asiakkaan App
DocType: Data Migration Connector,Authentication Credentials,Authentication Credentials
DocType: Role,Two Factor Authentication,Kaksiosainen todennus
